GENES PFAM GO KAAS
GFH05610 PF01150 GO:0016787 
GFH05615 PF01546 GO:0016787 
GFH05615 PF04389 NA 
GFH05617 PF03152 GO:0006511 
GFH05618 PF00127 GO:0009055;GO:0005507 K02638
GFH05618 PF13473 NA K02638
GFH05624 PF00211 GO:0035556;GO:0009190 
GFH05625 PF00211 GO:0035556;GO:0009190 
GFH05630 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH05630 PF07714 GO:0006468;GO:0004672 
GFH05636 PF01547 NA 
GFH05640 PF12862 NA 
GFH05642 PF00036 GO:0005509 
GFH05642 PF13499 GO:0005509 
GFH05642 PF13833 NA 
GFH05642 PF13202 GO:0005509 
GFH05643 PF00225 GO:0007018;GO:0008017;GO:0005524;GO:0003777 K10397
GFH05643 PF16796 GO:0008017 K10397
GFH05644 PF00225 GO:0007018;GO:0008017;GO:0005524;GO:0003777 K10397
GFH05648 PF00886 GO:0005840;GO:0006412;GO:0003735 K02959
GFH05651 PF00270 GO:0005524;GO:0003676 
GFH05651 PF04851 GO:0016787;GO:0005524;GO:0003677 
GFH05652 PF00271 NA 
GFH05653 PF09420 NA K14839
GFH05656 PF03291 NA 
GFH05656 PF08242 NA 
GFH05656 PF13649 NA 
GFH05656 PF08241 GO:0008168 
GFH05661 PF00850 NA 
GFH05665 PF00571 NA 
GFH05665 PF00571 NA 
GFH05666 PF01661 NA K23518
GFH05667 PF10358 NA 
GFH05674 PF00112 GO:0006508;GO:0008234 
GFH05687 PF00782 GO:0016311;GO:0008138 K14165
GFH05689 PF00400 GO:0005515 
GFH05689 PF00400 GO:0005515 
GFH05695 PF00160 GO:0000413;GO:0003755 K12735
GFH05695 PF00160 GO:0000413;GO:0003755 K12735
GFH05697 PF03656 NA K17805
GFH05698 PF10312 NA 
GFH05700 PF09732 GO:0005515 
GFH05703 PF01985 GO:0003723 
GFH05707 PF12796 NA 
GFH05707 PF13857 NA 
GFH05707 PF13637 NA 
GFH05707 PF13606 GO:0005515 
GFH05707 PF00023 GO:0005515 
GFH05708 PF00892 GO:0016021;GO:0016020 
GFH05708 PF04142 GO:0016021;GO:0000139;GO:0090481;GO:0015165 
GFH05708 PF06027 GO:0016021;GO:0055085;GO:0022857 
GFH05711 PF00459 GO:0046855 
GFH05712 PF05536 NA 
GFH05717 PF00349 GO:0005975;GO:0016773;GO:0005524 K00844
GFH05718 PF00106 NA 
GFH05718 PF13561 NA 
GFH05719 PF00106 NA 
GFH05719 PF13561 NA 
GFH05720 PF00106 NA 
GFH05720 PF13561 NA 
GFH05720 PF08659 NA 
GFH05722 PF08534 GO:0016491 
GFH05723 PF00400 GO:0005515 K19760
GFH05723 PF00400 GO:0005515 K19760
GFH05723 PF00400 GO:0005515 K19760
GFH05723 PF00400 GO:0005515 K19760
GFH05723 PF00400 GO:0005515 K19760
GFH05733 PF00169 NA 
GFH05737 PF00101 NA K01602
GFH05741 PF12832 NA 
GFH05741 PF07690 GO:0055085;GO:0022857 
GFH05742 PF02774 GO:0008652;GO:0046983;GO:0016620 K00133
GFH05742 PF01118 GO:0055114;GO:0051287;GO:0016620 K00133
GFH05744 PF00400 GO:0005515 
GFH05744 PF00400 GO:0005515 
GFH05746 PF01789 GO:0019898;GO:0009654;GO:0009523;GO:0015979;GO:0005509 
GFH05750 PF02798 GO:0005515 
GFH05751 PF14497 NA 
GFH05756 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH05758 PF14737 NA 
GFH05768 PF09384 GO:0005730;GO:0006364 K14549
GFH05774 PF13641 NA 
GFH05775 PF05891 GO:0006480;GO:0008168 K16219
GFH05776 PF00759 GO:0005975;GO:0004553 
GFH05776 PF13632 NA 
GFH05776 PF03552 GO:0016020;GO:0030244;GO:0016760 
GFH05786 PF00240 GO:0005515 
GFH05787 PF13474 NA 
GFH05789 PF16561 NA 
GFH05789 PF00782 GO:0016311;GO:0008138 
GFH05794 PF01979 GO:0016787 K01487
GFH05795 PF01979 GO:0016787 K01487
GFH05800 PF00333 GO:0005840;GO:0006412;GO:0003735;GO:0003723 
GFH05800 PF03719 GO:0005840;GO:0006412;GO:0003735 
GFH05801 PF00270 GO:0005524;GO:0003676 K12823
GFH05801 PF00271 NA K12823
GFH05801 PF04851 GO:0016787;GO:0005524;GO:0003677 K12823
GFH05804 PF11721 NA 
GFH05806 PF03935 GO:0006078 K21850
GFH05813 PF07386 NA 
GFH05814 PF00664 GO:0016021;GO:0055085;GO:0042626;GO:0005524 
GFH05815 PF08294 GO:0005744;GO:0030150 K17796
GFH05816 PF05755 NA 
GFH05828 PF03083 GO:0016021 
GFH05829 PF13499 GO:0005509 
GFH05829 PF13499 GO:0005509 
GFH05829 PF13833 NA 
GFH05829 PF13833 NA 
GFH05829 PF13202 GO:0005509 
GFH05829 PF13202 GO:0005509 
GFH05830 PF00036 GO:0005509 
GFH05830 PF13202 GO:0005509 
GFH05834 PF02984 GO:0042025 
GFH05838 PF01090 GO:0005840;GO:0006412;GO:0003735 K02966
GFH05839 PF01090 GO:0005840;GO:0006412;GO:0003735 
GFH05841 PF00076 GO:0003676 K13208
GFH05841 PF00076 GO:0003676 K13208
GFH05842 PF03671 GO:0071569 K12162
GFH05857 PF12777 NA K10408
GFH05859 PF08393 NA 
GFH05862 PF02353 NA K00574
GFH05862 PF13649 NA K00574
GFH05862 PF08241 GO:0008168 K00574
GFH05862 PF13489 NA K00574
GFH05862 PF13847 NA K00574
GFH05862 PF08242 NA K00574
GFH05864 PF00787 GO:0035091 K17917
GFH05868 PF00106 NA K13606
GFH05868 PF13561 NA K13606
GFH05869 PF13365 NA 
GFH05871 PF00795 GO:0006807 K11206
GFH05872 PF07058 GO:0007010;GO:0008017 
GFH05873 PF00350 NA 
GFH05873 PF00350 NA 
GFH05873 PF01926 GO:0005525 
GFH05873 PF00009 GO:0005525;GO:0003924 
GFH05877 PF00076 GO:0003676 K12837
GFH05880 PF00155 GO:0009058;GO:0030170 
GFH05881 PF02182 NA K11420
GFH05881 PF05033 GO:0005634;GO:0034968;GO:0018024;GO:0008270 K11420
GFH05882 PF00856 GO:0005515 
GFH05886 PF08373 NA 
GFH05889 PF02938 NA 
GFH05890 PF00152 GO:0006418;GO:0005524;GO:0004812;GO:0000166 
GFH05891 PF12036 GO:0016021 
GFH05893 PF06487 NA 
GFH05894 PF01399 NA K15030
GFH05894 PF18005 NA K15030
GFH05895 PF00759 GO:0005975;GO:0004553 
GFH05895 PF00759 GO:0005975;GO:0004553 
GFH05898 PF16940 GO:0009507 
GFH05898 PF16940 GO:0009507 
GFH05899 PF16940 GO:0009507 
GFH05900 PF16940 GO:0009507 
GFH05904 PF00759 GO:0005975;GO:0004553 
GFH05913 PF00063 GO:0016459;GO:0005524;GO:0003774 
GFH05914 PF00063 GO:0016459;GO:0005524;GO:0003774 
GFH05915 PF08583 NA K18172
GFH05916 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH05916 PF07714 GO:0006468;GO:0004672 
GFH05916 PF17667 NA 
GFH05918 PF08320 GO:0005789;GO:0006506 
GFH05921 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH05921 PF07714 GO:0006468;GO:0004672 
GFH05923 PF13331 NA 
GFH05925 PF02866 GO:0055114;GO:0016616 K00026
GFH05925 PF00056 GO:0055114;GO:0016491 K00026
GFH05926 PF01434 GO:0006508;GO:0005524;GO:0004222 K03798
GFH05926 PF00004 GO:0005524 K03798
GFH05926 PF17862 NA K03798
GFH05927 PF08385 NA 
GFH05928 PF08393 NA 
GFH05929 PF12775 NA 
GFH05929 PF17852 NA 
GFH05929 PF07728 GO:0016887;GO:0005524 
GFH05930 PF12780 NA 
GFH05930 PF17857 NA 
GFH05931 PF12781 NA 
GFH05932 PF18198 NA 
GFH05932 PF03028 GO:0030286;GO:0007018;GO:0003777 
GFH05933 PF01039 NA K01963
GFH05936 PF02867 GO:0055114;GO:0006260 K10807
GFH05936 PF00317 GO:0055114;GO:0006260;GO:0005524;GO:0004748 K10807
GFH05936 PF03477 NA K10807
GFH05937 PF00999 GO:0016021;GO:0055085;GO:0006812;GO:0015299 
GFH05938 PF10211 NA K10410
GFH05939 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH05939 PF07714 GO:0006468;GO:0004672 
GFH05943 PF00211 GO:0035556;GO:0009190 
GFH05948 PF00168 NA 
GFH05953 PF00169 NA 
GFH05954 PF04614 GO:0005777 K13337
GFH05957 PF00101 NA K01602
GFH05961 PF01477 GO:0005515 
GFH05962 PF01477 GO:0005515 
GFH05962 PF01477 GO:0005515 
GFH05962 PF01477 GO:0005515 
GFH05962 PF01477 GO:0005515 
GFH05963 PF01477 GO:0005515 
GFH05963 PF01477 GO:0005515 
GFH05964 PF01477 GO:0005515 
GFH05966 PF08718 GO:0005737;GO:0120009;GO:0120013 
GFH05969 PF00069 GO:0006468;GO:0005524;GO:0004672 K20538
GFH05969 PF07714 GO:0006468;GO:0004672 K20538
GFH05970 PF00651 GO:0005515 K10523
GFH05977 PF13191 NA K02606
GFH05982 PF01504 GO:0046488;GO:0016307 K00889
GFH05983 PF02493 NA K19530
GFH05983 PF02493 NA K19530
GFH05983 PF02493 NA K19530
GFH05983 PF02493 NA K19530
GFH05987 PF01565 GO:0055114;GO:0050660;GO:0016491 
GFH05988 PF01764 GO:0006629 
GFH05989 PF13409 GO:0005515 K07393
GFH05989 PF13410 NA K07393
GFH05989 PF00043 NA K07393
GFH05991 PF08534 GO:0016491 K11187
GFH05991 PF00578 GO:0055114;GO:0016491;GO:0016209 K11187
GFH05992 PF13867 GO:0005515 
GFH05996 PF03742 GO:0009512;GO:0017004;GO:0045158 K03689
GFH05999 PF06705 GO:0005200 
GFH06000 PF18599 NA 
GFH06001 PF18599 NA 
GFH06002 PF00476 GO:0006260;GO:0003887;GO:0003677 K02335
GFH06004 PF00155 GO:0009058;GO:0030170 K00817
GFH06009 PF11539 NA 
GFH06011 PF13812 NA 
GFH06013 PF00350 NA 
GFH06014 PF01031 GO:0005525 
GFH06014 PF00350 NA 
GFH06015 PF02212 GO:0005525;GO:0003924 
GFH06016 PF03219 GO:0016021;GO:0006862;GO:0005471 K03301
GFH06016 PF03219 GO:0016021;GO:0006862;GO:0005471 K03301
GFH06017 PF01512 NA 
GFH06018 PF02536 GO:0006355;GO:0003690 
GFH06019 PF00248 NA K05275
GFH06019 PF00248 NA K05275
GFH06022 PF01195 GO:0004045 K01056
GFH06026 PF07714 GO:0006468;GO:0004672 
GFH06026 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH06027 PF00063 GO:0016459;GO:0005524;GO:0003774 K10357
GFH06028 PF00612 GO:0005515 
GFH06028 PF00612 GO:0005515 
GFH06034 PF00759 GO:0005975;GO:0004553 K01179
GFH06036 PF00759 GO:0005975;GO:0004553 
GFH06037 PF16940 GO:0009507 
GFH06038 PF16940 GO:0009507 
GFH06039 PF00759 GO:0005975;GO:0004553 
GFH06041 PF00004 GO:0005524 
GFH06041 PF01443 GO:0005524 
GFH06044 PF13344 NA 
GFH06045 PF17815 NA 
GFH06045 PF13365 NA 
GFH06045 PF00089 GO:0006508;GO:0004252 
GFH06048 PF00226 NA 
GFH06053 PF00612 GO:0005515 K16743
GFH06053 PF00612 GO:0005515 K16743
GFH06053 PF00612 GO:0005515 K16743
GFH06054 PF04072 GO:0032259;GO:0008168 
GFH06057 PF00009 GO:0005525;GO:0003924 K03833
GFH06057 PF01926 GO:0005525 K03833
GFH06057 PF09439 NA K03833
GFH06059 PF01624 GO:0006298;GO:0030983;GO:0005524 
GFH06063 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH06063 PF17667 NA 
GFH06068 PF07714 GO:0006468;GO:0004672 
GFH06069 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH06069 PF07714 GO:0006468;GO:0004672 
GFH06079 PF00211 GO:0035556;GO:0009190 
GFH06080 PF01588 GO:0000049 
GFH06087 PF00400 GO:0005515 
GFH06088 PF00400 GO:0005515 
GFH06091 PF13086 NA 
GFH06091 PF13245 NA 
GFH06094 PF04192 GO:0032040;GO:0006364 
GFH06095 PF00004 GO:0005524 
GFH06095 PF00004 GO:0005524 
GFH06095 PF00004 GO:0005524 
GFH06095 PF13087 NA 
GFH06095 PF13086 NA 
GFH06095 PF13086 NA 
GFH06095 PF13604 NA 
GFH06095 PF13245 NA 
GFH06095 PF05496 GO:0006310;GO:0006281;GO:0009378 
GFH06095 PF17866 NA 
GFH06097 PF00004 GO:0005524 
GFH06097 PF00004 GO:0005524 
GFH06097 PF00004 GO:0005524 
GFH06097 PF13087 NA 
GFH06097 PF13086 NA 
GFH06097 PF13086 NA 
GFH06097 PF05496 GO:0006310;GO:0006281;GO:0009378 
GFH06097 PF13604 NA 
GFH06097 PF13245 NA 
GFH06097 PF17866 NA 
GFH06100 PF00069 GO:0006468;GO:0005524;GO:0004672 K14498
GFH06100 PF07714 GO:0006468;GO:0004672 K14498
GFH06101 PF18101 NA K12572
GFH06104 PF00145 GO:0008168 K00558
GFH06108 PF12047 NA 
GFH06110 PF00009 GO:0005525;GO:0003924 K02519
GFH06110 PF11987 NA K02519
GFH06110 PF01926 GO:0005525 K02519
GFH06110 PF00071 GO:0005525;GO:0003924 K02519
GFH06112 PF00271 NA 
GFH06113 PF00176 GO:0005524 
GFH06118 PF01596 GO:0008171 
GFH06122 PF03219 GO:0016021;GO:0006862;GO:0005471 K03301
GFH06126 PF00153 NA K15109
GFH06126 PF00153 NA K15109
GFH06127 PF02826 GO:0055114;GO:0051287 K15893
GFH06127 PF00389 GO:0055114;GO:0051287;GO:0016616 K15893
GFH06129 PF05761 NA 
GFH06129 PF05761 NA 
GFH06137 PF01142 GO:0009451;GO:0001522;GO:0009982;GO:0003723 K06176
GFH06139 PF01142 GO:0009451;GO:0001522;GO:0009982;GO:0003723 K06176
GFH06140 PF00005 GO:0016887;GO:0005524 K03235
GFH06140 PF00005 GO:0016887;GO:0005524 K03235
GFH06142 PF09340 GO:0000123;GO:0016573 K11344
GFH06146 PF00583 GO:0008080 
GFH06146 PF13508 GO:0008080 
GFH06146 PF13673 GO:0008080 
GFH06146 PF08445 GO:0016747 
GFH06150 PF16201 NA 
GFH06151 PF11707 NA K14861
GFH06156 PF03097 NA K12200
GFH06161 PF13307 GO:0006139;GO:0016818;GO:0005524;GO:0004386;GO:0003676 K15362
GFH06162 PF01866 NA K17866
GFH06166 PF00441 GO:0055114;GO:0016627 K00232
GFH06166 PF02770 GO:0055114;GO:0016627 K00232
GFH06166 PF02771 GO:0055114;GO:0050660;GO:0016627 K00232
GFH06167 PF16923 NA K01228
GFH06168 PF03200 NA K01228
GFH06170 PF00106 NA K11153
GFH06170 PF13561 NA K11153
GFH06170 PF08659 NA K11153
GFH06170 PF01370 GO:0050662;GO:0003824 K11153
GFH06171 PF08243 NA 
GFH06175 PF15982 NA 
GFH06177 PF00194 NA K01674
GFH06183 PF00664 GO:0016021;GO:0055085;GO:0042626;GO:0005524 K05658
GFH06183 PF00664 GO:0016021;GO:0055085;GO:0042626;GO:0005524 K05658
GFH06183 PF00005 GO:0016887;GO:0005524 K05658
GFH06183 PF00005 GO:0016887;GO:0005524 K05658
GFH06183 PF00005 GO:0016887;GO:0005524 K05658
GFH06184 PF00664 GO:0016021;GO:0055085;GO:0042626;GO:0005524 
GFH06185 PF09423 NA K01113
GFH06185 PF09423 NA K01113
GFH06185 PF16655 NA K01113
GFH06186 PF03031 NA 
GFH06193 PF01269 GO:0006364;GO:0008168;GO:0003723 K14563
GFH06199 PF03033 GO:0030259;GO:0005975;GO:0016758 
GFH06204 PF00481 GO:0003824 K17500
GFH06210 PF03151 NA 
GFH06211 PF11378 NA 
GFH06213 PF00641 NA 
GFH06213 PF00641 NA 
GFH06217 PF01565 GO:0055114;GO:0050660;GO:0016491 
GFH06219 PF03703 NA 
GFH06220 PF00808 NA K03004
GFH06220 PF00505 NA K03004
GFH06220 PF09011 NA K03004
GFH06223 PF02943 GO:0055114;GO:0016730 K17892
GFH06227 PF00270 GO:0005524;GO:0003676 K13179
GFH06228 PF13959 NA 
GFH06234 PF01487 GO:0003855 K13832
GFH06242 PF00082 GO:0006508;GO:0004252 
GFH06242 PF00082 GO:0006508;GO:0004252 
GFH06245 PF13637 NA 
GFH06245 PF13637 NA 
GFH06245 PF12796 NA 
GFH06245 PF13857 NA 
GFH06245 PF00023 GO:0005515 
GFH06245 PF00023 GO:0005515 
GFH06245 PF13606 GO:0005515 
GFH06248 PF00330 NA K01703
GFH06250 PF00164 GO:0005840;GO:0006412;GO:0003735 K02950
GFH06251 PF00839 GO:0016020 
GFH06251 PF00839 GO:0016020 
GFH06251 PF00839 GO:0016020 
GFH06252 PF00839 GO:0016020 
GFH06252 PF00839 GO:0016020 
GFH06252 PF00839 GO:0016020 
GFH06252 PF00839 GO:0016020 
GFH06252 PF00839 GO:0016020 
GFH06253 PF16242 NA 
GFH06253 PF01243 NA 
GFH06254 PF01929 GO:0005840;GO:0006412;GO:0003735 
GFH06255 PF01417 NA K12471
GFH06256 PF00025 GO:0005525 K07951
GFH06256 PF00071 GO:0005525;GO:0003924 K07951
GFH06268 PF03214 NA K13379
GFH06271 PF05700 GO:0006397 
GFH06275 PF00400 GO:0005515 K10599
GFH06275 PF00400 GO:0005515 K10599
GFH06275 PF00400 GO:0005515 K10599
GFH06275 PF00400 GO:0005515 K10599
GFH06276 PF14347 NA 
GFH06280 PF00069 GO:0006468;GO:0005524;GO:0004672 K08838
GFH06280 PF07714 GO:0006468;GO:0004672 K08838
GFH06283 PF12799 NA K23456
GFH06284 PF08241 GO:0008168 
GFH06285 PF16899 NA K06634
GFH06285 PF00134 NA K06634
GFH06286 PF06424 GO:0000398 K12855
GFH06286 PF13428 NA K12855
GFH06286 PF13181 GO:0005515 K12855
GFH06289 PF13499 GO:0005509 K13412
GFH06289 PF13499 GO:0005509 K13412
GFH06289 PF13202 GO:0005509 K13412
GFH06289 PF13202 GO:0005509 K13412
GFH06289 PF13202 GO:0005509 K13412
GFH06289 PF00036 GO:0005509 K13412
GFH06289 PF13833 NA K13412
GFH06289 PF13833 NA K13412
GFH06291 PF00069 GO:0006468;GO:0005524;GO:0004672 K13412
GFH06291 PF07714 GO:0006468;GO:0004672 K13412
GFH06295 PF02254 GO:0006813 
GFH06296 PF00685 GO:0008146 
GFH06297 PF01176 GO:0006413;GO:0003743;GO:0003723 
GFH06298 PF04564 GO:0016567;GO:0004842 
GFH06301 PF00013 GO:0003723 K14944
GFH06301 PF00013 GO:0003723 K14944
GFH06302 PF00013 GO:0003723 
GFH06303 PF01128 GO:0070567 K00991
GFH06303 PF13864 NA K00991
GFH06303 PF12804 NA K00991
GFH06304 PF14727 NA K19398
GFH06305 PF00076 GO:0003676 
GFH06311 PF00481 GO:0003824 K01090
GFH06314 PF00149 GO:0016787 K22390
GFH06317 PF07522 NA K15340
GFH06317 PF12706 NA K15340
GFH06318 PF04675 GO:0006310;GO:0006281;GO:0003910;GO:0003677 
GFH06322 PF09409 NA 
GFH06328 PF00326 GO:0006508;GO:0008236 
GFH06328 PF01738 GO:0016787 
GFH06328 PF02129 GO:0016787 
GFH06330 PF12499 NA 
GFH06330 PF12499 NA 
GFH06330 PF12499 NA 
GFH06331 PF02861 NA 
GFH06331 PF02861 NA 
GFH06334 PF12698 NA 
GFH06334 PF00005 GO:0016887;GO:0005524 
GFH06336 PF10234 NA K19684
GFH06339 PF00889 GO:0006414;GO:0003746 
GFH06343 PF01554 GO:0016020;GO:0055085;GO:0042910;GO:0015297 
GFH06347 PF13679 NA 
GFH06348 PF00106 NA 
GFH06349 PF00406 NA K00939
GFH06349 PF13207 NA K00939
GFH06351 PF12796 NA 
GFH06351 PF12796 NA 
GFH06351 PF13637 NA 
GFH06351 PF00023 GO:0005515 
GFH06353 PF13967 NA 
GFH06356 PF00160 GO:0000413;GO:0003755 
GFH06358 PF00804 GO:0016020 K08486
GFH06367 PF00686 GO:2001070 
GFH06369 PF05063 NA K05925
GFH06372 PF01433 GO:0008270;GO:0008237 K01254
GFH06372 PF17900 NA K01254
GFH06374 PF03982 GO:0016747 K22848
GFH06378 PF03188 NA 
GFH06385 PF13426 NA 
GFH06390 PF13535 NA 
GFH06403 PF01193 GO:0006351;GO:0003899 K03027
GFH06403 PF01000 GO:0006351;GO:0046983;GO:0003899 K03027
GFH06404 PF10447 GO:0000178;GO:0003723 K07573
GFH06404 PF14382 NA K07573
GFH06405 PF00149 GO:0016787 
GFH06406 PF01636 NA 
GFH06409 PF03061 NA 
GFH06411 PF01575 NA 
GFH06420 PF00153 NA 
GFH06421 PF00071 GO:0005525;GO:0003924 K07874
GFH06421 PF00071 GO:0005525;GO:0003924 K07874
GFH06425 PF00227 GO:0005839;GO:0051603;GO:0004298 K02729
GFH06425 PF10584 GO:0019773;GO:0006511;GO:0004175 K02729
GFH06426 PF00111 GO:0051536;GO:0009055 K22071
GFH06429 PF01424 GO:0003676 
GFH06432 PF00400 GO:0005515 
GFH06436 PF00069 GO:0006468;GO:0005524;GO:0004672 K13412
GFH06436 PF07714 GO:0006468;GO:0004672 K13412
GFH06437 PF00036 GO:0005509 K02183
GFH06437 PF13202 GO:0005509 K02183
GFH06437 PF13202 GO:0005509 K02183
GFH06437 PF13499 GO:0005509 K02183
GFH06437 PF13405 GO:0005509 K02183
GFH06437 PF13833 NA K02183
GFH06437 PF12763 GO:0005515 K02183
GFH06441 PF07386 NA 
GFH06442 PF00132 NA 
GFH06442 PF14602 NA 
GFH06443 PF00155 GO:0009058;GO:0030170 
GFH06444 PF12710 NA K00006
GFH06444 PF00702 NA K00006
GFH06458 PF02225 NA K15692
GFH06467 PF00004 GO:0005524 
GFH06468 PF00004 GO:0005524 
GFH06469 PF07719 NA K20792
GFH06469 PF13414 NA K20792
GFH06470 PF13661 NA K24029
GFH06470 PF13640 GO:0055114;GO:0016491 K24029
GFH06471 PF14360 NA K22697
GFH06472 PF09801 NA 
GFH06477 PF00249 NA K11314
GFH06481 PF00501 GO:0003824 K14760
GFH06481 PF13193 NA K14760
GFH06482 PF12895 NA K03353
GFH06483 PF07719 NA K03353
GFH06483 PF13181 GO:0005515 K03353
GFH06483 PF13181 GO:0005515 K03353
GFH06483 PF13432 NA K03353
GFH06483 PF13432 NA K03353
GFH06483 PF13374 NA K03353
GFH06483 PF07720 NA K03353
GFH06485 PF13637 NA 
GFH06487 PF01351 NA K03470
GFH06487 PF01351 NA K03470
GFH06492 PF13772 NA 
GFH06494 PF00225 GO:0007018;GO:0008017;GO:0005524;GO:0003777 
GFH06506 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH06506 PF07714 GO:0006468;GO:0004672 
GFH06513 PF00069 GO:0006468;GO:0005524;GO:0004672 
GFH06513 PF07714 GO:0006468;GO:0004672 
GFH06518 PF00481 GO:0003824 
GFH06521 PF05645 GO:0006351;GO:0003677 
GFH06523 PF08221 NA 
GFH06525 PF09419 NA 
GFH06526 PF00248 NA 
GFH06526 PF00248 NA 
GFH06526 PF11360 NA 
GFH06530 PF01293 GO:0006094;GO:0005524;GO:0004612 K01610
GFH06548 PF00847 GO:0006355;GO:0003700 
GFH06556 PF04034 NA 
GFH06559 PF00428 NA K02942
GFH06560 PF03372 NA K18764
GFH06562 PF01434 GO:0006508;GO:0005524;GO:0004222 K03798
GFH06562 PF00004 GO:0005524 K03798
GFH06562 PF17862 NA K03798
GFH06566 PF01595 NA K16302
GFH06568 PF17207 NA 
GFH06570 PF00493 GO:0006270;GO:0005524;GO:0003677 K10737
GFH06570 PF01078 NA K10737
GFH06570 PF07726 GO:0016887;GO:0005524 K10737
GFH06570 PF07728 GO:0016887;GO:0005524 K10737
GFH06571 PF17855 NA 
GFH06572 PF04051 NA K20304
GFH06575 PF08016 NA 
GFH06575 PF00520 GO:0016020;GO:0055085;GO:0006811;GO:0005216 
GFH06580 PF00076 GO:0003676 
GFH06581 PF12325 NA 
GFH06585 PF07808 GO:0005634 K13109
GFH06585 PF07808 GO:0005634 K13109
GFH06592 PF00481 GO:0003824 K17499
GFH06593 PF00583 GO:0008080 K00670
GFH06594 PF00085 GO:0045454 K03671
GFH06595 PF06325 NA K02493
GFH06598 PF08534 GO:0016491 
GFH06600 PF07690 GO:0055085;GO:0022857 
GFH06601 PF08700 NA K20288
GFH06605 PF00248 NA 
GFH06612 PF03481 NA 
GFH06613 PF03099 GO:0006464 K01942
GFH06614 PF06418 GO:0006221;GO:0003883 K01937
GFH06614 PF00117 NA K01937
GFH06616 PF01918 GO:0003676 K14525
GFH06618 PF01588 GO:0000049 K15437
GFH06618 PF00043 NA K15437
GFH06623 PF16282 NA K11324
GFH06636 PF00909 GO:0016020;GO:0015696;GO:0008519 
GFH06637 PF00909 GO:0016020;GO:0015696;GO:0008519 
GFH06638 PF05188 GO:0006298;GO:0030983;GO:0005524 K08735
GFH06638 PF01624 GO:0006298;GO:0030983;GO:0005524 K08735
GFH06639 PF00488 GO:0006298;GO:0030983;GO:0005524 K08735
GFH06648 PF07004 NA 
GFH06648 PF07004 NA 
GFH06648 PF07004 NA 
GFH06648 PF07004 NA 
GFH06648 PF07004 NA 
GFH06651 PF13637 NA 
GFH06651 PF13857 NA 
GFH06651 PF12796 NA 
GFH06651 PF13606 GO:0005515 
GFH06651 PF00023 GO:0005515 
GFH06653 PF00400 GO:0005515 
GFH06653 PF00400 GO:0005515 
GFH06653 PF00400 GO:0005515 
GFH06657 PF00875 NA K01669
GFH06658 PF04548 GO:0005525 
